user_id,timestamp,event_type,device,location,traffic_source,product_id
U06453,2026-08-02 02:29:58.883858,add_to_cart,mobile,US,paid_ads,P005
U00727,2026-08-02 02:30:39.835833,visit,mobile,US,organic_search,P006
U15922,2026-08-02 02:31:14.933062,visit,mobile,Germany,social_media,P005
U12039,2026-08-02 02:31:23.917437,visit,mobile,India,organic_search,P006
U23833,2026-08-02 02:31:26.987591,visit,desktop,Germany,organic_search,P005
U09349,2026-08-02 02:32:26.901705,visit,mobile,US,social_media,P002
U17340,2026-08-02 02:33:12.948687,visit,mobile,US,organic_search,P006
U10808,2026-08-02 02:33:53.901705,signup,desktop,India,organic_search,P001
U18113,2026-08-02 02:34:11.948687,add_to_cart,desktop,Germany,organic_search,P003
U11004,2026-08-02 02:34:36.901705,visit,desktop,UK,organic_search,P006
U12039,2026-08-02 02:35:11.917437,signup,mobile,India,organic_search,P006
U23833,2026-08-02 02:35:35.987591,signup,desktop,Germany,organic_search,P005
U25143,2026-08-02 02:35:35.995592,visit,mobile,UK,paid_ads,P008
U09118,2026-08-02 02:35:44.886600,visit,mobile,India,organic_search,P007
U09118,2026-08-02 02:36:16.886600,signup,mobile,India,organic_search,P007
U11004,2026-08-02 02:37:16.901705,signup,desktop,UK,organic_search,P006
U28879,2026-08-02 02:37:18.003032,purchase,desktop,Germany,social_media,P002
U06988,2026-08-02 02:37:30.886600,visit,mobile,US,organic_search,P003
U18113,2026-08-02 02:38:30.948687,purchase,desktop,Germany,organic_search,P003
U06988,2026-08-02 02:39:15.886600,signup,mobile,US,organic_search,P003
U16438,2026-08-02 02:40:42.933062,visit,tablet,UK,organic_search,P004
U21411,2026-08-02 02:40:48.964307,visit,mobile,India,social_media,P008
U06590,2026-08-02 02:40:58.884851,visit,tablet,India,organic_search,P004
U14420,2026-08-02 02:41:08.917437,visit,desktop,UK,organic_search,P001
U10808,2026-08-02 02:41:48.901705,add_to_cart,desktop,India,organic_search,P001
U01793,2026-08-02 02:43:11.851509,visit,mobile,India,paid_ads,P006
U06590,2026-08-02 02:43:28.884851,signup,tablet,India,organic_search,P004
U05635,2026-08-02 02:43:42.878852,visit,desktop,India,social_media,P004
U04326,2026-08-02 02:43:54.871849,visit,desktop,US,social_media,P004
U14420,2026-08-02 02:44:00.917437,signup,desktop,UK,organic_search,P001
U23833,2026-08-02 02:44:47.987591,add_to_cart,desktop,Germany,organic_search,P005
U24247,2026-08-02 02:45:10.990591,visit,mobile,US,paid_ads,P002
U17115,2026-08-02 02:45:23.933062,visit,mobile,UK,paid_ads,P003
U13340,2026-08-02 02:45:30.917437,visit,mobile,US,social_media,P004
U11397,2026-08-02 02:46:12.901705,visit,mobile,US,organic_search,P006
U14420,2026-08-02 02:46:18.917437,add_to_cart,desktop,UK,organic_search,P001
U27599,2026-08-02 02:46:20.003032,visit,desktop,India,organic_search,P005
U24247,2026-08-02 02:47:53.990591,signup,mobile,US,paid_ads,P002
U11397,2026-08-02 02:48:08.901705,signup,mobile,US,organic_search,P006
U17115,2026-08-02 02:48:35.933062,signup,mobile,UK,paid_ads,P003
U11397,2026-08-02 02:49:35.901705,add_to_cart,mobile,US,organic_search,P006
U21441,2026-08-02 02:49:48.964307,visit,desktop,US,paid_ads,P004
U10808,2026-08-02 02:49:56.901705,purchase,desktop,India,organic_search,P001
U17115,2026-08-02 02:50:03.933062,add_to_cart,mobile,UK,paid_ads,P003
U27599,2026-08-02 02:50:53.003032,signup,desktop,India,organic_search,P005
U21441,2026-08-02 02:51:24.964307,signup,desktop,US,paid_ads,P004
U06590,2026-08-02 02:51:40.884851,add_to_cart,tablet,India,organic_search,P004
U15151,2026-08-02 02:52:36.933062,visit,mobile,India,paid_ads,P007
U27599,2026-08-02 02:52:42.003032,add_to_cart,desktop,India,organic_search,P005
U19116,2026-08-02 02:54:51.948687,visit,tablet,US,social_media,P004
U15151,2026-08-02 02:55:53.933062,signup,mobile,India,paid_ads,P007
U19116,2026-08-02 02:58:10.948687,signup,tablet,US,social_media,P004
U09186,2026-08-02 02:58:26.886600,visit,desktop,US,paid_ads,P002
U16748,2026-08-02 02:59:43.933062,visit,mobile,UK,organic_search,P008
U17115,2026-08-02 03:00:43.933062,purchase,mobile,UK,paid_ads,P003
U27599,2026-08-02 03:02:14.003032,purchase,desktop,India,organic_search,P005
U06585,2026-08-02 03:02:25.884851,visit,desktop,US,organic_search,P004
U15151,2026-08-02 03:02:55.933062,add_to_cart,mobile,India,paid_ads,P007
U06585,2026-08-02 03:03:03.884851,signup,desktop,US,organic_search,P004
U14310,2026-08-02 03:03:36.917437,visit,desktop,India,paid_ads,P004
U22463,2026-08-02 03:04:46.979935,visit,mobile,Germany,organic_search,P004
U19116,2026-08-02 03:05:27.948687,add_to_cart,tablet,US,social_media,P004
U22901,2026-08-02 03:05:39.981864,visit,desktop,India,organic_search,P002
U22901,2026-08-02 03:06:21.981864,signup,desktop,India,organic_search,P002
U22609,2026-08-02 03:08:23.979935,visit,mobile,India,organic_search,P004
U16804,2026-08-02 03:08:47.933062,visit,mobile,UK,organic_search,P004
U21385,2026-08-02 03:09:07.964307,visit,mobile,UK,organic_search,P003
U21385,2026-08-02 03:09:54.964307,signup,mobile,UK,organic_search,P003
U16804,2026-08-02 03:10:50.933062,signup,mobile,UK,organic_search,P004
U06585,2026-08-02 03:11:18.884851,add_to_cart,desktop,US,organic_search,P004
U13315,2026-08-02 03:12:10.917437,visit,mobile,UK,organic_search,P008
U10947,2026-08-02 03:13:24.901705,visit,tablet,UK,organic_search,P001
U15362,2026-08-02 03:15:05.933062,visit,mobile,Germany,organic_search,P004
U28007,2026-08-02 03:15:07.003032,visit,desktop,UK,organic_search,P005
U24582,2026-08-02 03:15:25.992607,visit,mobile,Germany,social_media,P004
U16804,2026-08-02 03:15:27.933062,add_to_cart,mobile,UK,organic_search,P004
U10947,2026-08-02 03:15:31.901705,signup,tablet,UK,organic_search,P001
U22494,2026-08-02 03:16:16.979935,visit,mobile,US,paid_ads,P005
U21413,2026-08-02 03:16:35.964307,visit,desktop,India,organic_search,P007
U23251,2026-08-02 03:16:49.983944,visit,mobile,UK,paid_ads,P002
U14156,2026-08-02 03:19:41.917437,visit,desktop,India,organic_search,P008
U12647,2026-08-02 03:19:53.917437,visit,mobile,India,organic_search,P001
U10947,2026-08-02 03:20:57.901705,add_to_cart,tablet,UK,organic_search,P001
U06585,2026-08-02 03:21:48.884851,purchase,desktop,US,organic_search,P004
U08590,2026-08-02 03:21:55.886600,visit,tablet,UK,paid_ads,P004
U12647,2026-08-02 03:21:57.917437,signup,mobile,India,organic_search,P001
U10947,2026-08-02 03:24:07.901705,purchase,tablet,UK,organic_search,P001
U15371,2026-08-02 03:24:30.933062,visit,desktop,Germany,organic_search,P004
U03855,2026-08-02 03:26:23.869374,visit,desktop,India,paid_ads,P007
U03503,2026-08-02 03:26:39.851509,visit,desktop,UK,organic_search,P005
U00118,2026-08-02 03:27:14.835833,visit,mobile,India,organic_search,P002
U25066,2026-08-02 03:27:46.995592,visit,desktop,India,organic_search,P004
U16804,2026-08-02 03:27:58.933062,purchase,mobile,UK,organic_search,P004
U12647,2026-08-02 03:28:45.917437,add_to_cart,mobile,India,organic_search,P001
U15494,2026-08-02 03:30:21.933062,visit,tablet,UK,social_media,P008
U00118,2026-08-02 03:31:27.835833,signup,mobile,India,organic_search,P002
U16204,2026-08-02 03:31:58.933062,visit,tablet,India,organic_search,P005
U06164,2026-08-02 03:33:25.882855,visit,mobile,UK,paid_ads,P001
U18386,2026-08-02 03:33:27.948687,visit,mobile,UK,organic_search,P006
U24119,2026-08-02 03:34:23.989593,visit,desktop,India,organic_search,P003
U00118,2026-08-02 03:34:24.835833,add_to_cart,mobile,India,organic_search,P002
U06164,2026-08-02 03:34:45.882855,signup,mobile,UK,paid_ads,P001
U14200,2026-08-02 03:36:41.917437,visit,mobile,US,organic_search,P003
U18368,2026-08-02 03:37:05.948687,visit,desktop,India,paid_ads,P001
U02410,2026-08-02 03:37:51.851509,visit,mobile,India,paid_ads,P005
U16686,2026-08-02 03:42:27.933062,visit,mobile,UK,paid_ads,P001
U27047,2026-08-02 03:45:13.003032,visit,mobile,UK,paid_ads,P006
U16686,2026-08-02 03:45:52.933062,signup,mobile,UK,paid_ads,P001
U27047,2026-08-02 03:46:12.003032,signup,mobile,UK,paid_ads,P006
U16686,2026-08-02 03:47:01.933062,add_to_cart,mobile,UK,paid_ads,P001
U27047,2026-08-02 03:48:01.003032,add_to_cart,mobile,UK,paid_ads,P006
U26748,2026-08-02 03:51:58.003032,visit,mobile,India,organic_search,P008
U23419,2026-08-02 03:53:02.984942,visit,tablet,UK,social_media,P007
U20936,2026-08-02 03:57:15.964307,visit,mobile,US,paid_ads,P005
U06942,2026-08-02 03:58:18.886600,visit,mobile,US,organic_search,P002
U20936,2026-08-02 03:58:39.964307,signup,mobile,US,paid_ads,P005
U27891,2026-08-02 03:58:50.003032,visit,mobile,India,organic_search,P006
U09128,2026-08-02 04:00:41.886600,visit,mobile,UK,paid_ads,P006
U06942,2026-08-02 04:01:37.886600,signup,mobile,US,organic_search,P002
U07693,2026-08-02 04:01:41.886600,visit,desktop,Germany,social_media,P005
U05843,2026-08-02 04:01:49.880871,visit,mobile,UK,paid_ads,P004
U27891,2026-08-02 04:02:56.003032,signup,mobile,India,organic_search,P006
U16706,2026-08-02 04:04:35.933062,visit,tablet,India,paid_ads,P005
U09128,2026-08-02 04:05:10.886600,signup,mobile,UK,paid_ads,P006
U27891,2026-08-02 04:06:04.003032,add_to_cart,mobile,India,organic_search,P006
U05843,2026-08-02 04:06:46.880871,signup,mobile,UK,paid_ads,P004
U16706,2026-08-02 04:08:08.933062,signup,tablet,India,paid_ads,P005
U10573,2026-08-02 04:08:15.901705,visit,desktop,India,organic_search,P006
U13447,2026-08-02 04:08:17.917437,visit,mobile,Germany,organic_search,P001
U27891,2026-08-02 04:10:53.003032,purchase,mobile,India,organic_search,P006
U13447,2026-08-02 04:11:30.917437,signup,mobile,Germany,organic_search,P001
U09128,2026-08-02 04:13:13.886600,add_to_cart,mobile,UK,paid_ads,P006
U16706,2026-08-02 04:13:16.933062,add_to_cart,tablet,India,paid_ads,P005
U26712,2026-08-02 04:14:05.003032,visit,mobile,India,paid_ads,P001
U14962,2026-08-02 04:15:12.933062,visit,mobile,India,paid_ads,P004
U05581,2026-08-02 04:15:59.878852,visit,mobile,UK,paid_ads,P004
U18376,2026-08-02 04:16:46.948687,visit,mobile,Germany,social_media,P003
U05581,2026-08-02 04:16:58.878852,signup,mobile,UK,paid_ads,P004
U16706,2026-08-02 04:17:57.933062,purchase,tablet,India,paid_ads,P005
U14962,2026-08-02 04:18:22.933062,signup,mobile,India,paid_ads,P004
U15207,2026-08-02 04:18:46.933062,visit,desktop,UK,organic_search,P001
U00691,2026-08-02 04:19:50.835833,visit,mobile,Germany,organic_search,P005
U09128,2026-08-02 04:19:55.886600,purchase,mobile,UK,paid_ads,P006
U05581,2026-08-02 04:20:19.878852,add_to_cart,mobile,UK,paid_ads,P004
U15207,2026-08-02 04:20:57.933062,signup,desktop,UK,organic_search,P001
U00691,2026-08-02 04:22:45.835833,signup,mobile,Germany,organic_search,P005
U04092,2026-08-02 04:24:08.869744,visit,desktop,India,social_media,P006
U15207,2026-08-02 04:25:48.933062,add_to_cart,desktop,UK,organic_search,P001
U27018,2026-08-02 04:28:25.003032,visit,desktop,Germany,organic_search,P003
U15207,2026-08-02 04:29:42.933062,purchase,desktop,UK,organic_search,P001
U27018,2026-08-02 04:32:44.003032,signup,desktop,Germany,organic_search,P003
U10513,2026-08-02 04:34:40.901705,visit,mobile,US,paid_ads,P003
U24804,2026-08-02 04:35:48.993589,visit,mobile,UK,organic_search,P004
U23071,2026-08-02 04:36:21.982946,visit,mobile,India,social_media,P002
U07268,2026-08-02 04:36:24.886600,visit,mobile,UK,social_media,P005
U27018,2026-08-02 04:37:04.003032,add_to_cart,desktop,Germany,organic_search,P003
U06864,2026-08-02 04:38:24.886600,visit,mobile,India,organic_search,P006
U24804,2026-08-02 04:38:40.993589,signup,mobile,UK,organic_search,P004
U03517,2026-08-02 04:39:20.851509,visit,mobile,India,social_media,P003
U23071,2026-08-02 04:39:44.982946,signup,mobile,India,social_media,P002
U29214,2026-08-02 04:41:29.018763,visit,desktop,India,organic_search,P004
U08306,2026-08-02 04:42:19.886600,visit,mobile,US,social_media,P001
U15083,2026-08-02 04:42:30.933062,visit,desktop,UK,organic_search,P001
U27018,2026-08-02 04:43:03.003032,purchase,desktop,Germany,organic_search,P003
U03483,2026-08-02 04:43:18.851509,visit,mobile,India,organic_search,P005
U03483,2026-08-02 04:44:24.851509,signup,mobile,India,organic_search,P005
U15083,2026-08-02 04:45:06.933062,signup,desktop,UK,organic_search,P001
U24804,2026-08-02 04:45:43.993589,add_to_cart,mobile,UK,organic_search,P004
U07697,2026-08-02 04:46:29.886600,visit,desktop,US,paid_ads,P006
U18812,2026-08-02 04:47:09.948687,visit,mobile,India,paid_ads,P006
U23071,2026-08-02 04:47:26.982946,add_to_cart,mobile,India,social_media,P002
U18812,2026-08-02 04:47:57.948687,signup,mobile,India,paid_ads,P006
U21099,2026-08-02 04:48:09.964307,visit,mobile,UK,organic_search,P003
U10208,2026-08-02 04:48:31.901705,visit,mobile,UK,paid_ads,P004
U05512,2026-08-02 04:48:52.878852,visit,tablet,UK,organic_search,P002
U23777,2026-08-02 04:52:30.987591,visit,mobile,India,social_media,P007
U05212,2026-08-02 04:52:42.876849,visit,tablet,Germany,paid_ads,P002
U21099,2026-08-02 04:52:49.964307,signup,mobile,UK,organic_search,P003
U15083,2026-08-02 04:53:22.933062,add_to_cart,desktop,UK,organic_search,P001
U03483,2026-08-02 04:53:41.851509,add_to_cart,mobile,India,organic_search,P005
U21099,2026-08-02 04:54:15.964307,add_to_cart,mobile,UK,organic_search,P003
U05090,2026-08-02 04:54:52.875847,visit,desktop,India,paid_ads,P007
U05090,2026-08-02 04:57:57.875847,signup,desktop,India,paid_ads,P007
U06978,2026-08-02 04:58:15.886600,visit,mobile,India,paid_ads,P003
U05090,2026-08-02 04:58:31.875847,add_to_cart,desktop,India,paid_ads,P007
U10021,2026-08-02 04:58:40.901705,visit,mobile,UK,paid_ads,P002
U06488,2026-08-02 04:59:05.884851,visit,mobile,US,organic_search,P004
U15877,2026-08-02 04:59:15.933062,visit,desktop,UK,organic_search,P001
U07068,2026-08-02 04:59:21.886600,visit,tablet,UK,organic_search,P006
U12410,2026-08-02 04:59:35.917437,visit,mobile,India,social_media,P002
U26426,2026-08-02 05:00:40.003032,visit,desktop,UK,organic_search,P006
U10821,2026-08-02 05:00:51.901705,visit,mobile,India,paid_ads,P001
U24489,2026-08-02 05:00:51.991595,visit,mobile,India,organic_search,P008
U06488,2026-08-02 05:01:05.884851,signup,mobile,US,organic_search,P004
U26426,2026-08-02 05:01:30.003032,signup,desktop,UK,organic_search,P006
U15083,2026-08-02 05:02:14.933062,purchase,desktop,UK,organic_search,P001
U09859,2026-08-02 05:02:23.901705,visit,desktop,Germany,paid_ads,P003
U28591,2026-08-02 05:02:25.003032,visit,mobile,US,social_media,P003
U10821,2026-08-02 05:02:25.901705,signup,mobile,India,paid_ads,P001
U07068,2026-08-02 05:03:02.886600,signup,tablet,UK,organic_search,P006
U15877,2026-08-02 05:03:34.933062,signup,desktop,UK,organic_search,P001
U26426,2026-08-02 05:04:06.003032,add_to_cart,desktop,UK,organic_search,P006
U26848,2026-08-02 05:04:55.003032,visit,desktop,Germany,paid_ads,P005
U27550,2026-08-02 05:05:11.003032,visit,mobile,UK,organic_search,P003
U09859,2026-08-02 05:06:37.901705,signup,desktop,Germany,paid_ads,P003
U18623,2026-08-02 05:07:23.948687,visit,desktop,India,paid_ads,P007
U26426,2026-08-02 05:08:26.003032,purchase,desktop,UK,organic_search,P006
U27550,2026-08-02 05:09:24.003032,signup,mobile,UK,organic_search,P003
U15877,2026-08-02 05:11:24.933062,add_to_cart,desktop,UK,organic_search,P001
U05579,2026-08-02 05:11:28.878852,visit,desktop,US,social_media,P004
U05090,2026-08-02 05:12:04.875847,purchase,desktop,India,paid_ads,P007
U22742,2026-08-02 05:14:49.981786,visit,mobile,India,social_media,P004
U15676,2026-08-02 05:15:00.933062,visit,desktop,Germany,social_media,P007
U05579,2026-08-02 05:15:22.878852,signup,desktop,US,social_media,P004
U22742,2026-08-02 05:15:31.981786,signup,mobile,India,social_media,P004
U00634,2026-08-02 05:18:12.835833,visit,desktop,US,organic_search,P006
U15329,2026-08-02 05:19:43.933062,visit,mobile,Germany,organic_search,P001
U27294,2026-08-02 05:20:47.003032,visit,mobile,US,social_media,P007
U14041,2026-08-02 05:21:19.917437,visit,mobile,US,organic_search,P003
U03147,2026-08-02 05:21:30.851509,visit,mobile,India,paid_ads,P008
U05831,2026-08-02 05:21:32.880871,visit,mobile,India,social_media,P001
U15329,2026-08-02 05:22:18.933062,signup,mobile,Germany,organic_search,P001
U11855,2026-08-02 05:22:26.901705,visit,mobile,India,organic_search,P004
U28014,2026-08-02 05:22:52.003032,visit,mobile,India,social_media,P004
U03147,2026-08-02 05:24:04.851509,signup,mobile,India,paid_ads,P008
U03611,2026-08-02 05:24:10.867126,visit,mobile,US,social_media,P004
U05831,2026-08-02 05:24:25.880871,signup,mobile,India,social_media,P001
U28354,2026-08-02 05:25:55.003032,visit,mobile,India,organic_search,P003
U05286,2026-08-02 05:26:23.876849,visit,desktop,UK,organic_search,P001
U28354,2026-08-02 05:26:46.003032,signup,mobile,India,organic_search,P003
U05286,2026-08-02 05:27:19.876849,signup,desktop,UK,organic_search,P001
U12576,2026-08-02 05:27:25.917437,visit,mobile,India,organic_search,P008
U28354,2026-08-02 05:28:26.003032,add_to_cart,mobile,India,organic_search,P003
U12576,2026-08-02 05:29:28.917437,signup,mobile,India,organic_search,P008
U20364,2026-08-02 05:29:54.964307,visit,desktop,India,organic_search,P002
U27799,2026-08-02 05:30:48.003032,visit,mobile,Germany,organic_search,P002
U05286,2026-08-02 05:31:01.876849,add_to_cart,desktop,UK,organic_search,P001
U15401,2026-08-02 05:31:26.933062,visit,mobile,Germany,organic_search,P004
U12576,2026-08-02 05:31:43.917437,add_to_cart,mobile,India,organic_search,P008
U05286,2026-08-02 05:32:34.876849,purchase,desktop,UK,organic_search,P001
U12774,2026-08-02 05:33:12.917437,visit,mobile,US,organic_search,P003
U06049,2026-08-02 05:34:15.881858,visit,tablet,India,paid_ads,P003
U20364,2026-08-02 05:34:54.964307,signup,desktop,India,organic_search,P002
U06049,2026-08-02 05:36:47.881858,signup,tablet,India,paid_ads,P003
U24916,2026-08-02 05:36:48.994586,visit,tablet,US,organic_search,P005
U12226,2026-08-02 05:37:32.917437,visit,mobile,India,organic_search,P005
U00624,2026-08-02 05:39:20.835833,visit,mobile,India,organic_search,P003
U12226,2026-08-02 05:39:30.917437,signup,mobile,India,organic_search,P005
U05083,2026-08-02 05:40:16.875847,visit,mobile,UK,social_media,P003
U01962,2026-08-02 05:40:39.851509,visit,mobile,US,paid_ads,P002
U18644,2026-08-02 05:41:59.948687,visit,mobile,Germany,paid_ads,P002
U12226,2026-08-02 05:42:28.917437,add_to_cart,mobile,India,organic_search,P005
U05083,2026-08-02 05:43:34.875847,signup,mobile,UK,social_media,P003
U06049,2026-08-02 05:44:22.881858,add_to_cart,tablet,India,paid_ads,P003
U03646,2026-08-02 05:45:26.867126,visit,desktop,US,social_media,P002
U09654,2026-08-02 05:46:38.901705,visit,desktop,UK,organic_search,P001
U19336,2026-08-02 05:46:45.948687,visit,mobile,Germany,paid_ads,P008
U09654,2026-08-02 05:47:04.901705,signup,desktop,UK,organic_search,P001
U18847,2026-08-02 05:48:09.948687,visit,mobile,UK,paid_ads,P001
U09654,2026-08-02 05:49:07.901705,add_to_cart,desktop,UK,organic_search,P001
U19336,2026-08-02 05:51:00.948687,signup,mobile,Germany,paid_ads,P008
U11814,2026-08-02 05:52:13.901705,visit,desktop,India,organic_search,P006
U09654,2026-08-02 05:52:43.901705,purchase,desktop,UK,organic_search,P001
U19336,2026-08-02 05:55:20.948687,add_to_cart,mobile,Germany,paid_ads,P008
U00966,2026-08-02 06:00:43.851509,visit,mobile,US,organic_search,P006
U01765,2026-08-02 06:00:52.851509,visit,desktop,India,organic_search,P006
U26415,2026-08-02 06:01:05.003032,visit,mobile,India,social_media,P001
U07074,2026-08-02 06:01:51.886600,visit,desktop,Germany,paid_ads,P007
U19675,2026-08-02 06:01:57.948687,visit,mobile,India,paid_ads,P003
U00966,2026-08-02 06:02:55.851509,signup,mobile,US,organic_search,P006
U28991,2026-08-02 06:02:57.018763,visit,tablet,India,social_media,P001
U19675,2026-08-02 06:03:15.948687,signup,mobile,India,paid_ads,P003
U06221,2026-08-02 06:06:04.882855,visit,desktop,US,paid_ads,P005
U23720,2026-08-02 06:07:49.987591,visit,mobile,India,social_media,P008
U06221,2026-08-02 06:08:35.882855,signup,desktop,US,paid_ads,P005
U17174,2026-08-02 06:10:00.933062,visit,desktop,UK,paid_ads,P004
U14208,2026-08-02 06:11:37.917437,visit,desktop,US,organic_search,P003
U17174,2026-08-02 06:13:45.933062,signup,desktop,UK,paid_ads,P004
U14208,2026-08-02 06:14:50.917437,signup,desktop,US,organic_search,P003
U17174,2026-08-02 06:16:19.933062,add_to_cart,desktop,UK,paid_ads,P004
U21601,2026-08-02 06:18:35.964307,visit,mobile,US,social_media,P007
U14208,2026-08-02 06:18:46.917437,add_to_cart,desktop,US,organic_search,P003
U02394,2026-08-02 06:18:55.851509,visit,mobile,UK,organic_search,P006
U22179,2026-08-02 06:19:15.964307,visit,mobile,US,paid_ads,P002
U02394,2026-08-02 06:21:18.851509,signup,mobile,UK,organic_search,P006
U12573,2026-08-02 06:22:37.917437,visit,tablet,UK,paid_ads,P006
U02394,2026-08-02 06:24:23.851509,add_to_cart,mobile,UK,organic_search,P006
U20297,2026-08-02 06:24:37.964307,visit,desktop,US,paid_ads,P006
U28680,2026-08-02 06:24:45.003032,visit,tablet,Germany,organic_search,P001
U12573,2026-08-02 06:25:11.917437,signup,tablet,UK,paid_ads,P006
U28422,2026-08-02 06:26:21.003032,visit,desktop,India,paid_ads,P008
U04595,2026-08-02 06:26:43.872845,visit,tablet,US,organic_search,P007
U04646,2026-08-02 06:26:46.873846,visit,mobile,US,organic_search,P005
U01092,2026-08-02 06:27:46.851509,visit,mobile,UK,organic_search,P004
U20297,2026-08-02 06:28:19.964307,signup,desktop,US,paid_ads,P006
U18338,2026-08-02 06:28:53.948687,visit,desktop,India,paid_ads,P003
U04646,2026-08-02 06:29:13.873846,signup,mobile,US,organic_search,P005
U18338,2026-08-02 06:30:02.948687,signup,desktop,India,paid_ads,P003
U01092,2026-08-02 06:30:28.851509,signup,mobile,UK,organic_search,P004
U20974,2026-08-02 06:30:43.964307,visit,desktop,Germany,paid_ads,P007
U18338,2026-08-02 06:31:09.948687,add_to_cart,desktop,India,paid_ads,P003
U00189,2026-08-02 06:31:17.835833,visit,mobile,US,paid_ads,P003
U27293,2026-08-02 06:32:42.003032,visit,mobile,Germany,organic_search,P003
U14033,2026-08-02 06:34:10.917437,visit,desktop,India,social_media,P006
U12573,2026-08-02 06:34:16.917437,add_to_cart,tablet,UK,paid_ads,P006
U20297,2026-08-02 06:34:22.964307,add_to_cart,desktop,US,paid_ads,P006
U22122,2026-08-02 06:34:27.964307,visit,desktop,US,social_media,P004
U04646,2026-08-02 06:34:41.873846,add_to_cart,mobile,US,organic_search,P005
U20974,2026-08-02 06:34:41.964307,signup,desktop,Germany,paid_ads,P007
U00189,2026-08-02 06:34:43.835833,signup,mobile,US,paid_ads,P003
U27293,2026-08-02 06:35:04.003032,signup,mobile,Germany,organic_search,P003
U10676,2026-08-02 06:36:15.901705,visit,mobile,Germany,organic_search,P004
U25557,2026-08-02 06:36:42.998589,visit,mobile,US,organic_search,P006
U24713,2026-08-02 06:37:00.993589,visit,desktop,Germany,organic_search,P008
U20974,2026-08-02 06:37:03.964307,add_to_cart,desktop,Germany,paid_ads,P007
U16966,2026-08-02 06:39:36.933062,visit,mobile,India,organic_search,P004
U16113,2026-08-02 06:39:58.933062,visit,desktop,UK,social_media,P007
U03980,2026-08-02 06:40:08.869744,visit,mobile,Germany,organic_search,P002
U27293,2026-08-02 06:40:28.003032,add_to_cart,mobile,Germany,organic_search,P003
U16113,2026-08-02 06:41:56.933062,signup,desktop,UK,social_media,P007
U15714,2026-08-02 06:42:01.933062,visit,desktop,US,paid_ads,P006
U10897,2026-08-02 06:42:27.901705,visit,mobile,Germany,organic_search,P006
U16966,2026-08-02 06:42:53.933062,signup,mobile,India,organic_search,P004
U03980,2026-08-02 06:43:22.869744,signup,mobile,Germany,organic_search,P002
U02268,2026-08-02 06:45:10.851509,visit,desktop,India,organic_search,P005
U12573,2026-08-02 06:46:37.917437,purchase,tablet,UK,paid_ads,P006
U27342,2026-08-02 06:48:53.003032,visit,desktop,US,paid_ads,P001
U03980,2026-08-02 06:52:16.869744,add_to_cart,mobile,Germany,organic_search,P002
U00950,2026-08-02 06:53:30.851509,visit,mobile,Germany,organic_search,P008
U06146,2026-08-02 06:54:12.882855,visit,mobile,UK,paid_ads,P007
U11126,2026-08-02 06:54:16.901705,visit,tablet,India,organic_search,P003
U11126,2026-08-02 06:56:35.901705,signup,tablet,India,organic_search,P003
U00950,2026-08-02 06:57:54.851509,signup,mobile,Germany,organic_search,P008
U03170,2026-08-02 06:59:48.851509,visit,mobile,India,social_media,P004
U23794,2026-08-02 06:59:59.987591,visit,mobile,India,paid_ads,P006
U00950,2026-08-02 07:00:34.851509,add_to_cart,mobile,Germany,organic_search,P008
U03980,2026-08-02 07:02:04.869744,purchase,mobile,Germany,organic_search,P002
U16213,2026-08-02 07:03:39.933062,visit,desktop,US,paid_ads,P005
U17280,2026-08-02 07:03:42.948687,visit,mobile,India,organic_search,P005
U17280,2026-08-02 07:04:25.948687,signup,mobile,India,organic_search,P005
U05195,2026-08-02 07:05:50.876849,visit,mobile,UK,paid_ads,P001
U23031,2026-08-02 07:06:59.982946,visit,mobile,US,social_media,P002
U05195,2026-08-02 07:07:27.876849,signup,mobile,UK,paid_ads,P001
U18902,2026-08-02 07:10:29.948687,visit,desktop,India,organic_search,P005
U26072,2026-08-02 07:11:23.001588,visit,mobile,Germany,organic_search,P002
U16935,2026-08-02 07:13:14.933062,visit,desktop,Germany,social_media,P004
U25823,2026-08-02 07:13:57.999588,visit,mobile,Germany,organic_search,P008
U25823,2026-08-02 07:15:13.999588,signup,mobile,Germany,organic_search,P008
U26072,2026-08-02 07:15:46.001588,signup,mobile,Germany,organic_search,P002
U09829,2026-08-02 07:19:33.901705,visit,mobile,India,organic_search,P002
U04886,2026-08-02 07:19:48.874849,visit,mobile,India,organic_search,P008
U15580,2026-08-02 07:21:10.933062,visit,mobile,India,paid_ads,P006
U03657,2026-08-02 07:21:39.867126,visit,tablet,Germany,organic_search,P006
U23115,2026-08-02 07:21:48.983944,visit,mobile,India,organic_search,P004
U06251,2026-08-02 07:22:04.882855,visit,desktop,India,social_media,P004
U04886,2026-08-02 07:23:43.874849,signup,mobile,India,organic_search,P008
U27332,2026-08-02 07:24:05.003032,visit,mobile,Germany,organic_search,P007
U23115,2026-08-02 07:25:07.983944,signup,mobile,India,organic_search,P004
U10995,2026-08-02 07:26:03.901705,visit,mobile,Germany,paid_ads,P002
U27332,2026-08-02 07:27:06.003032,signup,mobile,Germany,organic_search,P007
U26120,2026-08-02 07:27:59.001588,visit,mobile,Germany,paid_ads,P003
U26120,2026-08-02 07:28:19.001588,signup,mobile,Germany,paid_ads,P003
U06839,2026-08-02 07:28:30.886600,visit,mobile,India,paid_ads,P003
